,MA_ID,REF_ID,Authors,Title,Year,DOI,Lat,Long,country2
785,FEB23_132,FEB23_132_059,"Liu BT,Li HB,Zhu BA,Koide RT,Eissenstat DM,Guo DL",Complementarity in nutrient foraging strategies of absorptive fine roots and arbuscular mycorrhizal fungi across 14 coexisting subtropical tree species,2015,,NA,NA,
786,FEB23_224,FEB23_224_29,Marconi L and Armengot L ,Complex agroforestry systems against biotic homogenization: The case of plants in the herbaceous stratum of cocoa production systems ,2020,,NA,NA,
787,FEB23_81,FEB23_81_09,"Berg, ï¿½",Composition and diversity of bird communities in Swedish farmlandï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,2002,10.1080/00063650209461260,NA,NA,
788,FEB23_10,FEB23_10_050,"Jenkins MA,Parker GR",Composition and diversity of woody vegetation in silvicultural openings of southern Indiana forests,1998,,NA,NA,India
789,FEB23_597,FEB23_597_201,"He, D., Xiang, X.J., He, J.S., Wang, C., Cao, G.M., Jonathan, A., Chu, H.Y.",Composition of the soil fungal community is more sensitive to phosphorus than nitrogen addition in the alpine meadow on the Qinghai-Tibetan Plateau,2016,https://doi.org/10.1007/s00374-016-1142-4.,NA,NA,China
790,JB158,JB158_031,Chen et al.,"Composition, predicted functions, and co-occurrence networks of fungal and bacterial communities_ Links to soil organic carbon under long-term fertilization in a rice-wheat cropping system",2020,,30.78333333,120.8333333,China
791,FEB23_132,FEB23_132_115,"Wang ZR,Yang S,Wang RZ,Xu ZW,Feng K,Feng X,Li TP,Liu HY,Ma R,Li H",Compositional and functional responses of soil microbial communities to long-term nitrogen and phosphorus addition in a calcareous grassland,2020,,NA,NA,
792,FEB23_385,FEB23_385_014,Bernard,"Compost, rapeseed rotation, and biocontrol agents significantly impact soil microbial communities in organic and conventional potato production systems Applied Soil Ecology bio.31 2012",2012,10.1016/j.apsoil.2011.10.002,NA,NA,
793,JB158,JB158_032,Das et al.,Composted Cattle Manure Increases Microbial Activity and Soil Fertility More Than Composted Swine Manure in a Submerged Rice Paddy,2017,,30.35,103.55,China
794,FEB23_411,FEB23_411_092,Yimer et al.,"Concentrations of exchangeable bases and cation exchange capacity in soils of cropland, grazing and forest in the Bale Mountains, Ethiopia",2008,,6.1,39.65,Ethiopia
795,FEB23_411,FEB23_411_030,Briggs et al.,Condition of fenced and unfenced remnant vegetation in inland catchments in south-eastern Australia,2008,,-35,148,Australia
796,FEB23_307,FEB23_307_42,"Viechtbauer, W",Conducting Meta-Analyses in R with the metafor Package,2010,10.18637/jss.v036.i03,NA,NA,
797,FEB23_07,FEB23_07_66,"Wagle P,Kakani VG",Confounding effects of soil moisture onthe relationship between ecosystem respiration and soil temperaturein switchgrass,2014,,NA,NA,
798,FEB23_411,FEB23_411_008,Vanbergen et al.,Consequences for host-parasitoid interactions of grazing-dependent habitat heterogeneity,2006,,57.05,-2.503333333,United Kingdom
799,FEB23_411,FEB23_411_015,Sasal et al.,Consequences of fire and cattle browsing on ground beetles (Coleoptera) in NW Patagonia,2015,,-40.63333333,-71.7,Argentina
800,FEB23_303,FEB23_303_168,"Goheen JR,Young TP,Keesing F,Palmer TM",Consequences of herbivory by native ungulates for the reproduction of a savanna tree,2007,,NA,NA,
801,JB160,JB160_357,Smith,Consequences of organic farming and landscape heterogeneity for species richness and abundance of farmland birds,2010,,NA,NA,
802,FEB23_224,FEB23_224_18,"Felicitas AC, Hervï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿",Consequences of shade management on the taxonomic patterns and functional diversity of termites (Blattodea: Termitidae) in cocoa agroforestry systems ,2018,,NA,NA,
803,FEB23_303,FEB23_303_338,"Robinson JA,Lulla KP,Kashiwagi M,Suzuki M,Nellis MD,Bussing CE,Lee Long WJ,McKenzie LJ","Conservation applications of astronaut photographs of earth: Tidal-flat loss (Japan), elephant effects on vegetation (Botswana), seagrass and mangrove monitoring (Australia",2001,,NA,NA,"Japan, Botswana, Australia"
804,FEB23_303,FEB23_303_031,"Rensburg BJ,McGeoch MA,Chown SL,Jaarsveld AS","Conservation of heterogeneity among dung beetles in the Maputaland Centre of Endemism, South Africa",1999,,NA,NA,South Africa
805,FEB23_303,FEB23_303_124,"Cowling RM,Kamineth A,Difford M,Campbell EE",Contemporary and historical impacts of megaherbivores on the population structure of tree euphorbias in South African subtropical thicket,2009,,NA,NA,South Africa
806,JB160,JB160_144,Gerdgikova,"Content and yield of crude protein from winter pea grain, cultivated after different predecessors in conditions of organic and conventional production 2012",2012,,NA,NA,
807,FEB23_597,FEB23_597_034,"Zhao, Y., Chen, W., Li, C.M., Chen, J.G., Zhang, D.G.",Content of soil organic matter and its relationships with main nutrients on degraded alpine meadow in Eastern Qilian Mountains,2009,,NA,NA,China
808,FEB23_303,FEB23_303_188,"Helm CV,Witkowski ET","Continuing decline of a keystone tree species in the Kruger National Park, South Africa",2013,,NA,NA,South Africa
809,FEB23_80,FEB23_80_047,"Fisher CE,Marion PT",Continuous and rotation grazing on buffalo and tobosa grassland,1951,,NA,NA,
810,FEB23_80,FEB23_80_129,"Pulido R,Leaver J",Continuous and rotational grazing of dairy cowsï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,2003,,NA,NA,
811,JB158,JB158_033,"Kumar, U. et al. ",Continuous application of inorganic and organic fertilizers over 47 years in paddy soil alters the bacterial community structure and its influence on rice production,2018,,20.42,85.92,India
812,FEB23_06,FEB23_06_27,"Kr W,Jc F,Jm M,Mk P,Ak K",Contrasting above- and belowground sensitivity of three Great Plains grasslands to altered rainfall regimes,2015,,NA,NA,
813,FEB23_303,FEB23_303_035,"Veblen KE,Young TP",Contrasting effects of cattle and wildlife on the vegetation development of a savanna landscape mosaic,2010,,NA,NA,
814,FEB23_132,FEB23_132_092,"Song G,Chen R,Xiang W,Yang F,Zheng S,Zhang J,Zhang J,Lin X",Contrasting effects of long-term fertilization on the community of saprotrophic fungi and arbuscular mycorrhizal fungi in a sandy loam soil,2015,,NA,NA,
815,FEB23_411,FEB23_411_043,Kï¿½ï¿½ï¿½ï¿½,"Contrasting effects of reindeer grazing on CO2, CH4, and N2O fluxes originating from the northern boreal forest floor",2018,,67.76,29.583,Finland
816,FEB23_193,FEB23_193_30,"Nascimbene J,Dainese M,Sitzia T",Contrasting responses of epiphytic and dead wood-dwelling lichen diversity to forest management abandonment in silver fir mature woodlands,2013,,NA,NA,
3233,FEB23_542,FEB23_542_03,"Baraloto, C., HÃ©rault, B., Paine, C.E.T., Massot, H., Blanc, L., Bonal, D., Molino, J.-F., Nicolini, E.A., Sabatier, D",Contrasting taxonomic and functional responses of a tropical tree community to selective logging,2012,,,,
817,JB081,JB081_063,Juddetal.1997,"Control of codling moth in organically-managed apple orchards by combining pheromone-mediated mating disruption, post-harvest fruit removal and tree banding",1997,,NA,NA,
818,FEB23_242,FEB23_242_47,"Verhoeven JT,Schmitz MB",Control of plantgrowth by nitrogen and phosphorus in mesotrophic fens,1991,,NA,NA,
819,FEB23_411,FEB23_411_025,Bakker et al.,"Controls on vegetation structure in southwestern ponderosa pine forests, 1941 and 2004",2007,,34.91666667,-111.5333333,USA
820,JB160,JB160_278,"Drrogers P,Vs JB",Conventional Farming Effects on Soil Structure Expressed by Simulated Potential Productivity,1996,,NA,NA,
821,FEB23_81,FEB23_81_32,"Nieto, O. M., Castro, J., & Fernï¿½ï¿½ï¿½ï¿½ï¿½ï¿",Conventional tillage versus cover crops in relation to carbon fixation in Mediterranean olive cultivation,2013,10.1007/s11104-012-1395-0,NA,NA,
822,FEB23_385,FEB23_385_052,Gliessmann,Conversion to organic strawberry management changes ecological processes,1996,10.3733/ca.v050n01p24,NA,NA,
823,FEB23_226,FEB23_226_003,"Ansley R,Kramp B,Jones D",Converting mesquite thickets to savanna through foliage modification with clopyralid,2003,,NA,NA,
824,JB160,JB160_006,"Wells AT,Chan KY,P.s.",Cornish Comparison of conventional and alternative vegetable farming systems on the properties of a yellow earth in New South Wales,2000,,NA,NA,
825,FEB23_81,FEB23_81_15,"Ekroos, J., Kuussaari, M., Tiainen, J., Heliï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½","Correlations in species richness between taxa depend on habitat, scale and landscape context",2013,10.1016/j.ecolind.2013.06.015,NA,NA,
826,FEB23_02,FEB23_02_52,"Schader C,Zaller JG,Kopke U","Cotton-basil intercropping: Effects on pests, yields and economical parameters in an organic field in Fayoum, Egypt",2005,,NA,NA,Egypt
827,FEB23_307,FEB23_307_31,"Pou, A; Gulias, J; Moreno, M; Tomas, M; Medrano, H; Cifre, J","COVER CROPPING IN VITIS VINIFERA L. CV. MANTO NEGRO VINEYARDS UNDER MEDITERRANEAN CONDITIONS: EFFECTS ON PLANT VIGOUR, YIELD AND GRAPE QUALITY",2011,,NA,NA,
828,FEB23_307,FEB23_307_26,"Lu, YC; Watkins, KB; Teasdale, JR; Abdul-Baki, AA",Cover crops in sustainable food production,2000,10.1081/FRI-100100285,NA,NA,
829,FEB23_307,FEB23_307_02,"Abad, J; de Mendoza, IH; Marin, D; Orcaray, L; Santesteban, LG",Cover crops in viticulture. A systematic review (1): Implications on soil characteristics and biodiversity in vineyard,2021,10.20870/oeno-one.2021.55.1.3599,NA,NA,
830,FEB23_307,FEB23_307_01,"Abad, J; de Mendoza, IH; Marin, D; Orcaray, L; Santesteban, LG",Cover crops in viticulture. A systematic review (2): Implications on vineyard agronomic performance,2021,10.20870/oeno-one.2021.55.2.4481,NA,NA,
831,FEB23_307,FEB23_307_43,"Vukicevich, E; Lowery, T; Bowen, P; Urbez-Torres, JR; Hart, M",Cover crops to increase soil microbial diversity and mitigate decline in perennial agriculture. A review,2016,10.1007/s13593-016-0385-7,NA,NA,
832,FEB23_81,FEB23_81_36,"Ramos, M. E., Benï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï",Cover crops under different managements vs. frequent tillage in almond orchards in semiarid conditions: Effects on soil quality,2010,10.1016/j.apsoil.2009.08.005,NA,NA,
833,FEB23_80,FEB23_80_088,"Kothmann MM,Mathis GW,Waldrip WJ",Cow-Calf Response to Stocking Rates and Grazing Systems on Native Range (La Produccion de Vacas y Becerros a Differentes Cargas y Sistemas de Pastoreo con Rotacion en Pastizales Naturales).Journal of Range Management 24,1971,,NA,NA,
834,FEB23_80,FEB23_80_070,"Heitschmidt R,Kothmann M,Rawlins W","Cow-calf response to stocking rates, grazing systems, and winter supplementation at the Texas Experimental Ranch",1982,,NA,NA,
835,JB160,JB160_062,Carvalheiro,Creating patches of native flowers facilitates crop pollination in large agricultural fields: mango as a case study 2012,2012,,NA,NA,
836,FEB23_303,FEB23_303_318,Owen-Smith N,Credible models for herbivore-vegetation systems: towards an ecology of equations,2002,,NA,NA,
837,JB160,JB160_402,Wheeler,Crisp Going organic in viticulture: a case-study comparison in Clare Valley,2011,,NA,NA,
839,FEB23_385,FEB23_385_058,Halde,Crop agronomic performance under a six-year continuous organic no-till system and other tilled and conventionally-managed systems in the northern Great Plains of Canada ,2015,,NA,NA,Canada
1644,FEB23_385,FEB23_385_057,Halde et al ,Crop agronomic performance under a six-year continuous organic no-till system and other tilled and conventionally-managed systems in the northern Great Plains of Canada Agriculture Ecosystems and Environment yield.97 2015,2015,10.1016/j.agee.2015.07.029,NA,NA,Canada
840,JB005,JB005_057,"Jarecki MK,Lal R",Crop Management for Soil Carbon Sequestration 2003 Review 10.1080/07352680390253179,2003,,NA,NA,
841,JB160,JB160_023,Ban,Crop management systems and endomycorrhiza effects on endive (Cichorium endivia L,,,NA,NA,
842,JB160,JB160_211,Kremen,Crop pollination from native bees at risk from agricultural intensification 2002,2002,,NA,NA,
843,JB160,JB160_059,Campanelli,Crop Production and Environmental Effects in Conventional and Organic Vegetable Farming Systems: The Case of a Long-Term Experiment in Mediterranean Conditions (Central Italy,2012,,NA,NA,Italy
844,JB160,JB160_222,Liebhardt,Crop production during conversion from conventional to low-input methods,1989,,NA,NA,
845,FEB23_385,FEB23_385_004,Archer,Crop Productivity and Economics during the Transition to Alternative Cropping Systems,2007,10.2134/agronj2006.0364,NA,NA,
846,JB005,JB005_010,Bullock DG,Crop rotation 1992 Review USA,1992,,NA,NA,USA
847,JB005,JB005_096,"Potter KN,Torbert HA",Crop rotation and tillage effects on organic carbon sequestration in the semiarid southern great plains 1997 Local/regional study USA,1997,,NA,NA,USA
848,JB005,JB005_118,"Studdert GA,Echeverrï¿½ï¿½",Crop rotations and nitrogen fertilization to manage soil organic carbon dynamics 2000 Local/regional study Argentina,2000,,NA,NA,Argentina
849,JB005,JB005_101,"Salado-Navarro LR,Sinclair TR",Crop rotations in Argentina: Analysis of water balance and yield using crop models 2009 Local/regional study Argentina,2009,10.1016/j.agsy.2009.06.004,NA,NA,Argentina
851,JB160,JB160_086,N. DF,Crop yield and energy use in organic and conventional farming: A case study in north-east Italy,2017,,NA,NA,Italy
852,JB160,JB160_377,Thorup-Kristensen,"Crop yield, root growth, and nutrient dynamics in a conventional and three organic cropping systems with different levels of external inputs and N re-cycling through fertility building crops 2012",2012,,NA,NA,
850,FEB23_385,FEB23_385_028,Clark,"Crop yields and economic comparisons of organic, low-input, and conventional farming systems in the California's Sacramento Valley",1999,,NA,NA,
853,JB160,JB160_009,Alaru,Crop yields and supply of nitrogen compared in conventional and organic farming systems,2014,,NA,NA,
854,FEB23_385,FEB23_385_038,Denison,"Crop yields over the first nine years of LTRAS, a long-term comparison of field crop systems in a Mediterranean climate Field",2004,,NA,NA,
855,JB005,JB005_150,"Zhao X,Liu SL,Pu C,Zhang XQ,Xue JF,Ren YX,Zhao XL,Chen F,Lal R,Zhang HL",Crop yields under no-till farming in China: A meta-analysis 2017 Meta-analysis China,2017,10.1016/j.eja.2016.11.009,NA,NA,China
856,FEB23_224,FEB23_224_39,Pï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Crop-diversification and organic management increase the energy efficiency of cacao plantations ,2020,,NA,NA,
857,JB005,JB005_005,"N.m. A,R.m. P,M.e. C,A.o C",Cropping rotations: effect on aggregate stability and biological activity 1993 Local/regional study Argentina 10.1080/00103629309368966,1993,,NA,NA,Argentina
858,FEB23_303,FEB23_303_259,"Maclean JE,Goheen JR,Doak DF,Palmer TD,Young TP",Cryptic herbivores mediate the strength and form of ungulate impacts on a long-lived savanna tree,2011,,NA,NA,
859,FEB23_502,FEB23_502_11,Pavlï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Cutting frequency vs. N application: effect of a 20-year management in Lolio-Cynosuretum grassland,2011,https://doi.org/10.1111/j.1365-2494.2011.00807.x,NA,NA,
860,FEB23_303,FEB23_303_053,"Western D,Praet C",Cyclical changes in the habitat and climate of an East African ecosystem,1973,,NA,NA,
861,JB005,JB005_092,"Nyiraneza J,Chantigny MH,N'Dayegamiye A,Laverdiï¿½ï¿½ï",Dairy Cattle Manure Improves Soil Productivity in Low Residue Rotation Systems 2009 Local/regional study Canada,2009,10.2134/agronj2008.0142,NA,NA,Canada
862,FEB23_80,FEB23_80_102,"Mathews BW,Sollenberger LE,Staples CR",Dairy heifer and bermudagrass pasture responses to rotational and continuous stocking.Journal of Dairy Science,1994,,NA,NA,
863,JB160,JB160_019,"Moeskops B,Sukristiyonubowo DB,Sleutel S,Herawaty L,Husen E,Saraswati R,Setyorini D,S.",De Neve Soil microbial communities and activities under intensive organic and conventional vegetable farming in West Java,2010,,NA,NA,
3257,FEB23_542,FEB23_542_27,"Pfeifer, M., Lefebvre, V., Cusack, J., Khoo, M., Chey, V.K.",Deadwood biomass: an underestimated fraction of aboveground carbon stocks in degraded tropical forests? ,2015,,,,
864,JB160,JB160_281,Schjï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,Debosz Soil quality aspects of humid sandy loams as influenced by organic and conventional long-term management 2002,2002,,NA,NA,
865,JB158,JB158_034,Luo et al.,Deciphering the associations between soil microbial diversity and ecosystem multifunctionality driven by long-term fertilization management,2017,,28.2,116.33,China
866,FEB23_132,FEB23_132_106,"Lta D,Ea L,Ks P,Rm M",Decline of arbuscular mycorrhizal fungi in northern hardwood forests exposed to chronic nitrogen additions,2007,,NA,NA,
867,FEB23_303,FEB23_303_295,Mwalyosi RB,"Decline of the Acacia tortilis in Lake Manyara National Park, Tanzania",1987,,NA,NA,Tanzania
868,FEB23_303,FEB23_303_014,Tafangenyasha C,"Decline of the mountain acacia, Brachystegia glaucescens in Gonarezhou National Park, southeast Zimbabwe",2001,,NA,NA,Zimbabwe
869,FEB23_303,FEB23_303_335,Raymer D,"Declining riverine woodlands of Acacia xanthophloea at Lewa Downs, near Isiolo",1995,,NA,NA,
870,FEB23_385,FEB23_385_138,Geel,Decrease in diversity and changes in community composition of arbuscular mycorrhizal fungi in roots of apple trees with increasing orchard management intensity across a regional scale,2015,10.1111/mec.13079,NA,NA,
871,FEB23_385,FEB23_385_072,Krauss,Decreased Functional Diversity and Biological Pest Control in Conventional Compared to Organic Crop Fields,2011,,NA,NA,
872,FEB23_303,FEB23_303_170,"Goheen JR,Palmer TM",Defensive plant-ant stabilize megaherbivore-driven landscape change in an African savanna,2010,,NA,NA,
873,FEB23_80,FEB23_80_122,"Owensby CE,Smith EF,Anderson KL",Deferred-rotation grazing with steers in the Kansas Flint Hills,1973,,NA,NA,
874,FEB23_597,FEB23_597_074,"Zhang, Y.P., Jiang, Y., Liu, Q.R., Tao, Y., Wang, G.R.",Degradation features of alpine and subalpine meadows under grazing pressure in Mt. Wutai,2008,,NA,NA,China
3246,FEB23_542,FEB23_542_16,"Gerwing, J.J.",Degradation of forests through logging and fire in the eastern Brazilian Amazon,2002,,,,
875,JB160,JB160_089,,Delate & Cambardella Agroecosystem Performance during Transition to Certified Organic Grain Production,2004,,NA,NA,
876,FEB23_242,FEB23_242_03,"Bassin S,Volk M,Suter M,Buchman N,Fuhrer J",deposition but not ozone affects productivity andcommunity composition of subalpine grassland after 3 yearsof treatment,2007,,NA,NA,
877,JB005,JB005_014,"Che ZX,Bao XG,Lu BL,Yang XQ,Zhang JD,Yang WY",Desert soil fertility evolutiion under long-term fertilizing,,,NA,NA,
878,FEB23_303,FEB23_303_218,"Kerley GI,Knight MH,Kock M","Desertification of subtropical thicket in the Eastern Cape, South Africa: are there alternatives?",1995,,NA,NA,South Africa
879,FEB23_303,FEB23_303_108,Bussmann RW,Destruction and management of Mount Kenya's forests,1996,,NA,NA,Kenya
880,FEB23_570,FEB23_570_28,"Olofsson J,Shams H",Determinants of plant species richness in an alpine meadow,2007,,NA,NA,
881,JB160,JB160_046,Bossio,"Determinants of Soil Microbial Communities: Effects of Agricultural Management, Season, and Soil Type on Phospholipid Fatty Acid Profiles",1998,,NA,NA,
882,FEB23_10,FEB23_10_042,"Haysom KA,McCracken DI,Foster GN,Sotherton NW",Developing grassland conservation headlands: response of carabid assemblage to different cutting regimes in a silage field edge,2004,,NA,NA,
883,JB081,JB081_006,Atanassovetal.2002,Development and implementation of a reduced risk peach arthropod management program in New Jersey,2002,,NA,NA,Jersey
884,FEB23_303,FEB23_303_088,"Baxter PW,Getz WM",Development and parameterization of a rain- and fire-driven model for exploring elephant effects in African savannas,2008,,NA,NA,
885,FEB23_193,FEB23_193_28,"Motta R,Garbarino M,Berretti R,Meloni F,Nosenzo A,Vacchiano G",Development of old-growth characteristics in uneven-aged forests of the Italian Alps,2015,,NA,NA,
886,JB158,JB158_035,Yang et al.,Diazotroph abundance and community structure are reshaped by straw return and mineral fertilizer in rice-rice-green manure rotation,2019,,26.75,111.8666667,China
887,FEB23_80,FEB23_80_134,"Rosi M,Puig S,Cona M,Videla F,Mendez E,Roig V","Diet of a fossorial rodent (Octodontidae), above-ground food availability, and changes related to cattle grazing in the Central Monte (Argentina",2009,,NA,NA,Argentina
888,FEB23_385,FEB23_385_116,Roubinet,Diet of generalist predators reflects effects of cropping period and farming system on extra- and intraguild prey Ecological Applications bio.307 2017,2017,10.1002/eap.1510,NA,NA,
889,JB081,JB081_072,Lotteretal.1999,Differences in grape Phylloxera-related grapevine root damage in organically and conventionally managed vineyards in California,1999,,NA,NA,
890,JB160,JB160_361,Stark,"Differences in soil enzyme activities, microbial community structure and short-term nitrogen mineralisation resulting from farm management history and organic matter amendments 2008",2008,,NA,NA,
891,FEB23_303,FEB23_303_057,"White AM,Goodman PS","Differences in woody vegetation are unrelated to use by African elephants (Loxodonta africana) in Mkhuze Game Reserve, South Africa",2009,,NA,NA,South Africa
892,FEB23_81,FEB23_81_39,"Rollin, O., Bretagnolle, V., Decourtye, A., Aptel, J., Michel, N., Vaissiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½",Differences of floral resource use between honey bees and wild bees in an intensive farming system,2013,10.1016/j.agee.2013.07.007,NA,NA,
893,JB158,JB158_036,Yang et al.,Differences of soil biological characteristics and bacterial diversity of sugarcane fields in red soil region affected by long-term single chemical fertilization and chemical organic combined application,2016,,23.39,109.07,China
894,FEB23_597,FEB23_597_210,"Zhou, X.L., Guo, Z., Zhang, P.F., Li, H.L., Chu, C.J., Li, X.L., Du, G.Z.",Different categories of biodiversity explain productivity variation after fertilization in a Tibetan alpine meadow community,2017,https://doi.org/10.1002/ece3.2723.,NA,NA,China
895,FEB23_311,FEB23_311_22,"Luan J,Cui L,Xiang C,Wu J,Song H,Ma Q,Hu Z",Different grazing removal exclosures effects on soil C stocks among alpine ecosystems in east Qinghaiï¿½ï¿½ï¿½ï¿½ï¿,2014,,NA,NA,China
896,FEB23_132,FEB23_132_054,"Li L,McCormack ML,Chen F,Wang H,Ma Z,Guo D",Different responses of absorptive roots and arbuscular mycorrhizal fungi to fertilization provide diverse nutrient acquisition strategies in Chinese fir,2019,,NA,NA,
897,FEB23_570,FEB23_570_02,"Bassin S,Schalajda J,Vogel A,Suter M",Different types of sub-alpine grasslandrespond similarly to elevated nitrogen deposition in terms of productivity andsedge abundance,2012,,NA,NA,
898,FEB23_303,FEB23_303_199,"Hrabar H,Hattas D,Toit JT",Differential effects of defoliation by mopane caterpillars and pruning by African elephants on the regrowth of Colophospermum mopane foliage,2009,,NA,NA,
899,JB160,JB160_351,Schmidt,Differential effects of landscape and management on diversity and density of ground-dwelling farmland spiders 2005,2005,,NA,NA,
900,JB158,JB158_037,Fang et al.,Differential response of denitrifying community to the application of green manure and reduced chemical fertilizer in a paddy soil,2020,,36.11972222,-97.08861111,USA
901,FEB23_07,FEB23_07_03,"Berg M,Joyce C,Burnside N",Differential responses of abandonedwet grassland plant communities to reinstated cuttingmanagement,2012,,NA,NA,
902,FEB23_132,FEB23_132_060,"Liu J,Zhang J,Li DM,Xu CX,Xiang XJ",Differential responses of arbuscular mycorrhizal fungal communities to mineral and organic fertilization,2020,,NA,NA,
903,FEB23_132,FEB23_132_134,"Zheng Y,Kim YC,Tian XF,Chen L,Yang W,Gao C,Song MH,Xu XL,Guo LD",Differential responses of arbuscular mycorrhizal fungi to nitrogen addition in a near pristine Tibetan alpine meadow,2014,,NA,NA,China
904,FEB23_80,FEB23_80_041,"Dorrough J,McIntyre S,Brown G,Stol J,Barrett G,Brown A","Differential responses of plants, reptiles and birds to grazing management,fertilizer and tree clearing",2012,,NA,NA,
905,JB158,JB158_039,Yang et al.,Differentiated responses of nirS- and nirK-type denitrifiers to 30 years of combined inorganic and organic fertilization in a paddy soil,2020,,43.04262778,-96.89882778,Germany
906,FEB23_597,FEB23_597_104,"Sun, C.H.",Differentiation of soil nutrients and biomass of typical vegetation types in Alpine meadow of Qinghai,2013,,NA,NA,China
907,FEB23_570,FEB23_570_37,"Song MH,Yu FH,Ouyang H,Cao GM,Xu XL,Cornelissen JH",Differentinter-annual responses to availability and form of nitrogen explain species coexistencein an alpine meadow community after release from grazing,2012,,NA,NA,
908,JB081,JB081_018,BoothRiedl1996,Diflubenzuron-based management of the pear pest complex in commercial orchards of the Hood River Valley in Oregon,1996,,NA,NA,
909,FEB23_411,FEB23_411_006,Knox et al.,"Direct and Indirect Effects of Grazing by Introduced Mammals on a Native, Arboreal Gecko (Naultinus gemmeus)",2012,,-45.83333333,170.5833333,New Zealand
910,FEB23_132,FEB23_132_069,"Liu YJ,Shi GX,Mao L,Cheng G,Jiang SJ,Ma XJ,An LZ,Du GZ,Johnson NC,Feng HY",Direct and indirect influences of 8 yr of nitrogen and phosphorus fertilization on Glomeromycota in an alpine meadow ecosystem,2012,,NA,NA,
911,FEB23_132,FEB23_132_099,"Treseder KK,Allen MF",Direct nitrogen and phosphorus limitation of arbuscular mycorrhizal fungi: a model and field test,2002,,NA,NA,
912,FEB23_80,FEB23_80_086,"Kirby DR,Pessin MF,Clambey GK",Disappearance of forage under short durationand seasonlong grazing,1986,,NA,NA,
913,JB158,JB158_042,Fang et al.,Distinct responses of ammonia-oxidizing bacteria and archaea to green manure combined with reduced chemical fertilizer in a paddy soil,2019,,26.22527778,119.0694444,China
914,JB158,JB158_043,Ai et al.,Distinct responses of soil bacterial and fungal communities to changes in fertilization regime and crop rotation,2018,,45.83,126.85,China
915,FEB23_385,FEB23_385_060,Hartmann,Distinct soil microbial diversity under long-term organic and conventional farming,2015,10.1038/ismej.2014.210,NA,NA,
916,JB152,JB152_09,Alves ,Distribuiï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿,2005,,NA,NA,Brazil
917,FEB23_597,FEB23_597_066,"Peng, Y.L., Cai, X.B., Yu, B.M.",Distribution and change of soil microorganism in alpine meadow under different states,2018,,NA,NA,China
918,JB081,JB081_021,Botero-GarcesIsaacs2003,"Distribution of grape berry moth, Endopiza viteana (Lepidoptera : Tortricidae), in natural and cultivated habitats",2003,,NA,NA,
919,FEB23_303,FEB23_303_078,Bainbridge WR,Distribution of seed in elephant dung,1965,,NA,NA,
920,FEB23_597,FEB23_597_117,"Cao, L.H., Liu, H.M., Zhao S.W.",Distribution of soil organic carbon and its relationship with soil physical and chemical properties on degraded alpine meadows,2011,,NA,NA,China
921,FEB23_597,FEB23_597_071,"Cao, L.H., Liu, H.M., Zhao, S.W.",Distribution of soil organic carbon and the relation between SOC and soil nutrient on degraded alpine meadow,2011,,NA,NA,China
922,FEB23_597,FEB23_597_065,"Yu, H.B., Hu, L., ADE, L.J., Wang, C.T.",Distribution patterns of ratio of root to soil and soil physical chemical characteristics at the different degraded successional stages in an alpine meadow,2015,,NA,NA,China
923,FEB23_303,FEB23_303_245,Lewis DM,"Disturbance effects on elephant feeding: evidence for compression in Luangwa Valley, Zambia",1986,,NA,NA,Zambia
924,FEB23_303,FEB23_303_111,"Castelda SM,Napora ES,Nasseri NA,Vyas DK,Schulte BA",Diurnal co-occurrence of African elephants and other mammals at a Tanzanian waterhole,2010,,NA,NA,Tanzania
925,JB158,JB158_044,Xiang et al.,Divergence in fungal abundance and community structure between soils under long-term mineral and organic fertilization,2020,,28.62,116.43,China
